RAZ Level,Book Title,单词1,单词2,单词3,单词4,单词5,单词6,单词7,单词8,单词9,单词10,单词11,单词12,单词13,单词14,单词15,单词16,单词17,单词18,单词19,单词20,单词21
A,I Draw A Bunny,body,bunny,draw,ears,tail,teeth,,,,,,,,,,,,,,,
A,圣代时间,添加,香蕉,浆果,布朗尼,糖果,热软糖,冰淇淋,坚果,勺子,,,,,,,,,,,,
A,Sundae Time,add,banana,berries,brownie,candy,hot fudge,ice cream,nuts,spoons,,,,,,,,,,,,
A,这个味道,苦的,乏味的,多汁的,老的,酸的,辛辣的,,,,,,,,,,,,,,,
A,This Tastes,bitter,bland,juicy,old,sour,spicy,,,,,,,,,,,,,,,
A,我听到了什么？,听到,音乐,打鼾,波浪,窃窃私语,风,,,,,,,,,,,,,,,
A,What Do I Hear?,hear,music,snores,waves,whispers,wind,,,,,,,,,,,,,,,
A,商场,食物,购物中心,人们,商店,玩具,工人,,,,,,,,,,,,,,,
A,The Mall,food,mall,people,stores,toys,workers,,,,,,,,,,,,,,,
A,各类按钮,按钮,黑暗的,大的,金属,圆形的,闪亮的,小的,正方形,木制的,,,,,,,,,,,,
A,All Kinds Of Buttons,button,dark,large,metal,round,shiny,small,square,wooden,,,,,,,,,,,,
A,做沙拉,添加,莴苣,甜菜,洋葱,胡萝卜,辣椒,奶酪,西红柿,敷料,,,,,,,,,,,,
A,Make A Salad,add,lettuce,beets,onions,carrots,peppers,cheese,tomatoes,dressing,,,,,,,,,,,,
A,移动它,反弹,卷,转储,旋转,瀑布,喷雾剂,苍蝇,玩具,漂浮物,,,,,,,,,,,,
A,Move It,bounces,rolls,dumps,spins,falls,sprays,flies,toy,floats,,,,,,,,,,,,
A,我们的公寓楼,公寓,建筑,城市,电梯,门厅,邮箱,,,,,,,,,,,,,,,
A,Our Apartment Building,apartment,building,city,elevator,hallway,mailbox,,,,,,,,,,,,,,,
A,这是我的熊,熊,棕色的,耳朵,胖的,脚,毛皮,爱,柔软的,,,,,,,,,,,,,
A,This Is My Bear,bear,brown,ears,fat,feet,fur,love,soft,,,,,,,,,,,,,
A,写！,刷子,电脑,蜡笔,手指,标记,笔,铅笔,戳,写,,,,,,,,,,,,
A,Write!,brush,computer,crayon,finger,marker,pen,pencil,stick,write,,,,,,,,,,,,
A,这听起来,无聊的,嘈杂,安静的,愚蠢的,声音,吱吱作响的,,,,,,,,,,,,,,,
A,This Sounds,boring,noisy,quiet,silly,sounds,squeaky,,,,,,,,,,,,,,,
A,鸡蛋时间,携带,收集,厨师,数数,裂缝,鸡蛋,,,,,,,,,,,,,,,
A,Time for Eggs,carry,collect,cook,count,crack,eggs,,,,,,,,,,,,,,,
A,这看起来,肮脏的,有趣的,漂亮的,闪亮的,丑陋的,荒野,,,,,,,,,,,,,,,
A,This Looks,dirty,funny,pretty,shiny,ugly,wild,,,,,,,,,,,,,,,
A,我去,公园,店铺,电影,动物园,图书馆,房间,,,,,,,,,,,,,,,
A,I Go,park,store,movies,zoo,library,room,,,,,,,,,,,,,,,
A,我的房间,床,图书,衣服,桌子,鱼,房间,鞋,玩具,,,,,,,,,,,,,
A,My Room,bed,books,clothes,desk,fish,room,shoes,toys,,,,,,,,,,,,,
A,鱼看见,书,朋友,灯,图片,看到,玩具,,,,,,,,,,,,,,,
A,A Fish Sees,book,friend,lamp,picture,sees,toy,,,,,,,,,,,,,,,
A,去放风筝,蝴蝶,龙,飞,风筝,彩虹,鲨鱼,,,,,,,,,,,,,,,
A,Go Fly a Kite,butterfly,dragon,fly,kite,rainbow,shark,,,,,,,,,,,,,,,
A,他跑,船,飞机,水池,学校,店铺,火车,,,,,,,,,,,,,,,
A,He Runs,boat,plane,pool,school,store,train,,,,,,,,,,,,,,,
A,玛丽亚去上学,背包,兄弟,蜡笔,橡皮,拥抱,午餐,铅笔,骑,统治者,毛衣,,,,,,,,,,,
A,Maria Goes to School,backpack,brother,crayons,eraser,hug,lunch,pencils,ride,ruler,sweater,,,,,,,,,,,
A,卡洛斯去上学,背包,蜡笔,橡皮,铅笔,统治者,毛衣,,,,,,,,,,,,,,,
A,Carlos Goes to School,backpack,crayons,eraser,pencils,ruler,sweater,,,,,,,,,,,,,,,
A,我可以,爬,爬行,跳,跳,玩,骑,跑步,摇摆,,,,,,,,,,,,,
A,I Can,climb,crawl,hop,jump,play,ride,run,swing,,,,,,,,,,,,,
A,穿衣服,背包,腰带,眼镜,夹克,裤子,放,衬衫,鞋,袜子,,,,,,,,,,,,
A,Getting Dressed,backpack,belt,glasses,jacket,pants,put,shirt,shoes,socks,,,,,,,,,,,,
A,这双鞋,大的,蓝色的,有趣的,老的,红色的,闪亮的,鞋,高的,湿的,,,,,,,,,,,,
A,These Shoes,big,blue,funny,old,red,shiny,shoes,tall,wet,,,,,,,,,,,,
A,我喜欢什么,蜜蜂,鸟类,花朵,外部,滑动,摇摆,,,,,,,,,,,,,,,
A,What I Like,bees,birds,flowers,outside,slide,swing,,,,,,,,,,,,,,,
A,我爱海盗,金子,爱,鹦鹉,绳索,帆,船舶,,,,,,,,,,,,,,,
A,I Love Pirates,gold,love,parrots,ropes,sails,ships,,,,,,,,,,,,,,,
A,游行,气球,小丑,鼓,旗帜,帽子,马匹,游行,,,,,,,,,,,,,,
A,The Parade,balloons,clowns,drums,flags,hats,horses,parade,,,,,,,,,,,,,,
A,我梦想,梦,怪物,机器人,空间,运动的,超能力,,,,,,,,,,,,,,,
A,I Dream,dream,monsters,robots,space,sports,super powers,,,,,,,,,,,,,,,
A,干净的,不干净,干净的,食物,手,不是,房间,鞋,,,,,,,,,,,,,,
A,Clean,Not Clean,clean,food,hand,not,room,shoe,,,,,,,,,,,,,,
A,用积木建造,船,建造,城堡,房子,迷宫,飞机,,,,,,,,,,,,,,,
A,Building with Blocks,boat,build,castle,house,maze,plane,,,,,,,,,,,,,,,
A,我的房子,浴室,卧室,饭厅,门,大厅,房子,厨房,客厅,,,,,,,,,,,,,
A,My House,bathroom,bedroom,dining room,door,hall,house,kitchen,living room,,,,,,,,,,,,,
A,微笑,兄弟,爸爸,狗,朋友,妈妈,姐姐,微笑,老师,你自己,,,,,,,,,,,,
A,Smile,brother,dad,dog,friend,mom,sister,smile,teacher,yourself,,,,,,,,,,,,
A,让我笑,小丑,漫画,朋友们,笑,宠物,发痒,,,,,,,,,,,,,,,
A,Make Me Laugh,clowns,comics,friends,laugh,pets,tickles,,,,,,,,,,,,,,,
A,我摆桌子,布,花,叉,玻璃,刀,餐巾,盘子,勺子,,,,,,,,,,,,,
A,I Set the Table,cloth,flower,fork,glass,knife,napkin,plate,spoon,,,,,,,,,,,,,
A,我省钱,一毛钱,美元,镍,一分钱,四分之一,节省,,,,,,,,,,,,,,,
A,I Save Money,dime,dollar(s),nickel,penny,quarter,save,,,,,,,,,,,,,,,
A,我的身体,手臂,腹部,身体,胸部,脚,手,头,腿,我的,,,,,,,,,,,,
A,My Body,arm,belly,body,chest,foot,hand,head,leg,my,,,,,,,,,,,,
A,什么让我快乐,气泡,朋友们,快乐的,制作,秋千,火车,,,,,,,,,,,,,,,
A,What Makes Me Happy,bubbles,friends,happy,make,swings,trains,,,,,,,,,,,,,,,
A,我的头发,黑色的,金发,编织的,卷曲,头发,长的,短的,直的,,,,,,,,,,,,,
A,My Hair,black,blond,braided,curly,hair,long,short,straight,,,,,,,,,,,,,
A,运动员,运动员,潜水,骑,游泳,扔,赢,,,,,,,,,,,,,,,
A,Athletes,athletes,dive,ride,swim,throw,win,,,,,,,,,,,,,,,
A,好的,不太好,打,踢,好的,拉,推,这,,,,,,,,,,,,,,
A,Nice,Not Nice,hit,kick,nice,pull,push,this,,,,,,,,,,,,,,
A,安全的,不安全,火,冰,不是,安全的,街道,水,,,,,,,,,,,,,,
A,Safe,Not Safe,fire,ice,not,safe,street,water,,,,,,,,,,,,,,
A,你可以跳舞,弯曲,舞蹈,跳,飞跃,腾跃,跳过,旋转,步,,,,,,,,,,,,,
A,You Can Dance,bend,dance,hop,leap,prance,skip,spin,step,,,,,,,,,,,,,
A,我会滑冰,落后,快速地,向前,跳,慢的,旋转,,,,,,,,,,,,,,,
A,I Can Skate,backward,fast,forward,jump,slow,spin,,,,,,,,,,,,,,,
A,我的弟弟,兄弟,喂养,帮助,抓住,见面,岩石,,,,,,,,,,,,,,,
A,My Little Brother,brother,feed,help,hold,meet,rock,,,,,,,,,,,,,,,
A,肌肉,跳,踢,举起,肌肉,拉,推,跑步,微笑,拉紧,,,,,,,,,,,,
A,Muscles,jump,kick,lift,muscles,pull,push,run,smile,stretch,,,,,,,,,,,,
A,爸爸和我,烤,自行车,爸爸,花园,拥抱,玩,游泳,走,写,,,,,,,,,,,,
A,Dad and I,bake,bike,dad,garden,hug,play,swim,walk,write,,,,,,,,,,,,
A,给妈妈,携带,干净的,厨师,画,妈妈,读,唱歌,睡觉,微笑,,,,,,,,,,,,
A,For Mom,carry,clean,cook,draw,mom,read,sing,sleep,smile,,,,,,,,,,,,
A,我的脸,脸颊,下巴,眼睛,眉,嘴,鼻子,,,,,,,,,,,,,,,
A,My Face,cheek,chin,eye,eyebrow,mouth,nose,,,,,,,,,,,,,,,
A,各种脸型,兴奋的,脸,快乐的,疯狂的,伤心,害怕的,害羞的,困,对不起,,,,,,,,,,,,
A,All kinds of Faces,excited,face,happy,mad,sad,scared,shy,sleepy,sorry,,,,,,,,,,,,
A,祖父母都是伟大的,花园,高尔夫球,祖父母,远足,画,缝,,,,,,,,,,,,,,,
A,Grandparents Are Great,garden,golf,grandparents,hike,paint,sew,,,,,,,,,,,,,,,
A,我们可以发出声音,拍,流行音乐,拍击,折断,声音,轻敲,,,,,,,,,,,,,,,
A,We Can Make Sounds,clap,pop,slap,snap,sounds,tap,,,,,,,,,,,,,,,
A,进出,猫,奶牛,狗,在,泥,出去,猪,,,,,,,,,,,,,,
A,In and Out,cats,cows,dogs,in,mud,out,pigs,,,,,,,,,,,,,,
A,上下,狗,向下,眼睛,青蛙,手,向上,,,,,,,,,,,,,,,
A,Up and Down,dog,down,eyes,frog,hands,up,,,,,,,,,,,,,,,
A,谁拥有它？,有,有,他,我,她,他们,我们,WHO,你,,,,,,,,,,,,
A,Who Has It ?,has,have,he,I,she,they,we,who,you,,,,,,,,,,,,
A,这闻起来！,坏的,干净的,肮脏的,气味,酸的,甜的,,,,,,,,,,,,,,,
A,This Smells !,bad,clean,dirty,smells,sour,sweet,,,,,,,,,,,,,,,
A,对立面,关闭,向下,快速地,打开,慢的,向上,,,,,,,,,,,,,,,
A,Opposites,closed,down,fast,open,slow,up,,,,,,,,,,,,,,,
A,冷热,寒冷的,食物,热的,人们,地方,事物,,,,,,,,,,,,,,,
A,Hot and Cold,cold,food,hot,people,place,things,,,,,,,,,,,,,,,
A,圣诞饼干,钟,蜡烛,曲奇饼,花,姓名,圣诞老人,雪花,雪人,树,,,,,,,,,,,,
A,Christmas Cookies,bell,candle,cookies,flower,name,Santa,snowflake,snowman,tree,,,,,,,,,,,,
A,他们藏在哪里,多于,在后面,以下,之间,远的,隐藏,里面,靠近,外部,,,,,,,,,,,,
A,Where They Hid,above,behind,below,between,far,hid,inside,near,outside,,,,,,,,,,,,
A,可怕的,不可怕,房子,可怕的,面具,对待,不是,诡计,,,,,,,,,,,,,,
A,Scary,Not Scary,house,scary,mask,treat,not,trick,,,,,,,,,,,,,,
A,这只蜥蜴,起疙瘩的,光滑的,丰富多彩的,斑,清楚的,有条纹的,,,,,,,,,,,,,,,
A,This Lizard,bumpy,smooth,colorful,spotted,plain,striped,,,,,,,,,,,,,,,
A,我推,婴儿,大车,自行车,门,按钮,摇摆,,,,,,,,,,,,,,,
A,I Push,baby,cart,bike,door,button,swing,,,,,,,,,,,,,,,
B,照顾蔡斯,刷子,狗,干燥,喂养,爱,宠物,走,洗,,,,,,,,,,,,,
B,Taking Care of Chase,brush,dog,dry,feed,love,pet,walk,wash,,,,,,,,,,,,,
B,宠物鼠,嚼,班级,爬,喝,隐藏,睡觉,,,,,,,,,,,,,,,
B,The Pet Rats,chew,class,climb,drink,hide,sleep,,,,,,,,,,,,,,,
B,格雷西的鼻子,鸟类,虫子,忙碌的,耳朵,午餐,玫瑰,嗅闻,脚趾,,,,,,,,,,,,,
B,Gracie's nose,birds,bugs,busy,ear,lunch,roses,sniffs,toes,,,,,,,,,,,,,
B,顽皮的小狗,球,是,青蛙,得到,让,小的,老鼠,小狗,看到,龟,,,,,,,,,,,
B,Playful Puppy,ball,be,frog,get,let,little,mouse,puppy,sees,turtle,,,,,,,,,,,
B,我的宠物恐龙,求,恐龙,拿来,宠物,吼,握手,,,,,,,,,,,,,,,
B,My Pet Dinosaur,beg,dinosaur,fetch,pet,roar,shake hands,,,,,,,,,,,,,,,
B,在农场,动物,谷仓,鸡,奶牛,狗,鸭子,农场,场地,山羊,干草,爬坡道,房子,泥,猪,池塘,羊,,,,,
B,On the Farm,animals,barn,chicken,cow,dog,duck,farm,field,goat,hay,hill,house,mud,pig,pond,sheep,,,,,
B,疯子喜欢吠叫,吠,自行车,鸟类,孩子们,喜欢,松鼠,,,,,,,,,,,,,,,
B,Bonkers Likes to Bark,bark,bikes,birds,kids,likes,squirrels,,,,,,,,,,,,,,,
B,动物的声音,吠,蜜蜂,鸟类,嗡嗡声,猫,叽叽喳喳,奶牛,爸爸们,狗,鸭子,嘶,狮子,喵,哞,奥因克,猪,嘎嘎,吼,蛇,鼾,
B,Animal Sounds,bark,bees,birds,buzz,cats,chirp,cows,dads,dogs,ducks,hiss,lions,meow,moo,oink,pigs,quack,roar,snakes,snore,
B,池塘生活,海狸,鸭子,植物,池塘,蜗牛,海龟,,,,,,,,,,,,,,,
B,Pond Life,beavers,ducks,plants,pond,snails,turtles,,,,,,,,,,,,,,,
B,水在哪里,地面,湖泊,海洋,河流,天空,水,,,,,,,,,,,,,,,
B,Where is Water,ground,lakes,ocean,rivers,sky,water,,,,,,,,,,,,,,,
B,我爱地球,沙漠,地球,花,爬坡道,湖,山,海洋,河,树,,,,,,,,,,,,
B,I Love the Earth,desert,Earth,flower,hill,lake,mountain,ocean,river,tree,,,,,,,,,,,,
B,动物覆盖物,盔甲,羽毛,秤,贝壳,皮肤,刺,,,,,,,,,,,,,,,
B,Animal Coverings,armor,feathers,scales,shells,skin,spines,,,,,,,,,,,,,,,
B,动物耳朵,大的,耳朵,长的,尖,圆形的,小的,斑,有条纹的,,,,,,,,,,,,,
B,Animal Ears,big,ear,long,pointed,round,small,spotted,striped,,,,,,,,,,,,,
B,新森林小路,鸟,漏洞,花,森林,树叶,苔藓,小路,,,,,,,,,,,,,,
B,The New Forest Path,bird,bug,flower,forest,leaves,moss,path,,,,,,,,,,,,,,
B,这些脚是什么,动物,鸭子,小的,大象,大的,脚,鲨鱼,柔软的,老虎,,,,,,,,,,,,
B,What Has These Feet,animals,duck,little,elephant,big,feet,shark,soft,tiger,,,,,,,,,,,,
B,这些条纹是什么,动物,模糊,长的,光滑的,蛇,条纹,,,,,,,,,,,,,,,
B,What Has These Stripes,animal,fuzzy,long,smooth,snake,stripes,,,,,,,,,,,,,,,
B,这尾巴是什么,动物,卷曲,长的,人,短的,尾巴,,,,,,,,,,,,,,,
B,What Has This Tail,animal,curly,long,person,short,tail,,,,,,,,,,,,,,,
B,这些斑点是什么,动物,猎豹,讨好,狐猴,斑点,微小的,,,,,,,,,,,,,,,
B,What Has These Spots,animal,cheetah,fawn,lemur,spots,tiny,,,,,,,,,,,,,,,
B,令人惊叹的洞穴,明亮的,洞穴,晶体,图纸,锋利的,闪亮的,,,,,,,,,,,,,,,
B,Amazing Caves,bright,cave,crystals,drawings,sharp,shiny,,,,,,,,,,,,,,,
B,动物可以移动,爬行,跳,移动,滑行,游泳,走,,,,,,,,,,,,,,,
B,Animals Can Move,crawl,hop,move,slither,swim,walk,,,,,,,,,,,,,,,
B,城市里的雨,云,流走,闪电,水坑,雨,彩虹,,,,,,,,,,,,,,,
B,Rain in the CIty,clouds,drain,lightning,puddle,rain,rainbow,,,,,,,,,,,,,,,
B,乡下的雨,云,闪电,泥,水坑,彩虹,太阳,,,,,,,,,,,,,,,
B,Rain in the Country,clouds,lightning,mud,puddle,rainbow,Sun,,,,,,,,,,,,,,,
B,戈壁沙漠动物,骆驼,老鹰,戈壁滩,马匹,蜥蜴,狼,,,,,,,,,,,,,,,
B,Gobi Desert Animals,camels,eagles,Gobi Desert,horses,lizards,wolves,,,,,,,,,,,,,,,
B,风吹过,穿过,树叶,反对,沙,打击,风,,,,,,,,,,,,,,,
B,Wind Blows,across,leaves,against,sand,blows,wind,,,,,,,,,,,,,,,
B,有多少条腿,动物,八,四,腿,许多,六,十,二,,,,,,,,,,,,,
B,How Many Legs,animals,eight,four,legs,many,six,ten,two,,,,,,,,,,,,,
B,天上飞的是什么,气球,蝙蝠,蜜蜂,鸟,苍蝇,风筝,火箭,天空,,,,,,,,,,,,,
B,what flies in the sky,balloon,bat,bee,bird,flies,kite,rocket,sky,,,,,,,,,,,,,
B,把它漆成紫色,门,栅栏,草,软管,妈妈,画,紫色的,鞋,摇摆,,,,,,,,,,,,
B,Paint It Purple,door,fence,grass,hose,mom,paint,purple,shoes,swing,,,,,,,,,,,,
B,我们的表演,行为,弓,舞蹈,杂耍,唱歌,星星,,,,,,,,,,,,,,,
B,Our Show,act,bows,dance,juggle,sing,stars,,,,,,,,,,,,,,,
B,十,弓,乌鸦,水壶,杯子,玫瑰,十,,,,,,,,,,,,,,,
B,Ten,bows,crows,jugs,mugs,roses,ten,,,,,,,,,,,,,,,
B,我的布莱恩,思考,看,讲话,听,莫沃,睡觉,笑,一切,,,,,,,,,,,,,
B,My Brian,think,see,talk,listen,movw,sleep,laugh,everything,,,,,,,,,,,,,
B,高或低,气球,板,高的,篮球圈,低的,幻灯片,,,,,,,,,,,,,,,
B,High or Low,balloons,boards,high,hoops,low,slides,,,,,,,,,,,,,,,
B,健康零食,芹菜,谷物,奶酪,健康,种子,零食,,,,,,,,,,,,,,,
B,Healthy Snacks,celery,cereal,cheese,healthy,seeds,snacks,,,,,,,,,,,,,,,
B,木头做的东西,桥梁,椅子,栅栏,制成,谜题,木头,,,,,,,,,,,,,,,
B,Things Made of Wood,bridges,chairs,fences,made,puzzles,wood,,,,,,,,,,,,,,,
B,什么提供掩护,洞穴,覆盖,日志,蘑菇,帐篷,伞,,,,,,,,,,,,,,,
B,What Gives Cover,cave,cover,log,mushroom,tent,umbrella,,,,,,,,,,,,,,,
B,纸的乐趣,改变,纸,折叠,磁带,胶水,撕,,,,,,,,,,,,,,,
B,Fun With Paper,change,paper,fold,tape,glue,tear,,,,,,,,,,,,,,,
B,有时吃香蕉,总是,香蕉,船,皱眉,手,铅笔,微笑,有时,蜘蛛,电话,,,,,,,,,,,
B,Bananas Sometimes,always,bananas,boats,frowns,hands,pencils,smiles,sometimes,spiders,telephone,,,,,,,,,,,
B,亨利的远足,鹿,远足,泥,过去的,池塘,踪迹,,,,,,,,,,,,,,,
B,Henry's Hike,deer,hikes,mud,past,pond,trail,,,,,,,,,,,,,,,
B,苹果酱,添加,苹果,苹果酱,肉桂,厨师,切,绿色的,捣碎,红色的,黄色的,,,,,,,,,,,
B,Applesauce,add,apples,applesauce,cinnamon,cook,cut,green,mash,red,yellow,,,,,,,,,,,
B,我们打包野餐,苹果,胡萝卜,奶酪,饼干,饮料,葡萄,盒,野餐,三明治,,,,,,,,,,,,
B,We Pack a Picnic,apples,carrots,cheese,crackers,drinks,grapes,pack,picnic,sandwiches,,,,,,,,,,,,
B,野餐,苹果,篮子,奶酪,筹码,曲奇饼,老鼠,野餐,看跌期权,三明治,汽水,,,,,,,,,,,
B,The Picnic,apples,basket,cheese,chips,cookies,mouse,picnic,puts,sandwiches,soda pop,,,,,,,,,,,
B,我们做饼干,黄油,鸡蛋,面粉,牛奶,混合,烤箱,盐,糖,嗯,,,,,,,,,,,,
B,We Make Cookies,butter,eggs,flour,milk,mix,oven,salt,sugar,yum,,,,,,,,,,,,
B,万圣节服装,小丑,戏服,龙,看,海盗,超级英雄,,,,,,,,,,,,,,,
B,Halloween Costumes,clown,costume,dragon,look,pirate,superhero,,,,,,,,,,,,,,,
B,感恩节,干净的,厨师,驾驶,足球,感恩,访问,,,,,,,,,,,,,,,
B,On Thanksgiving,clean,cook,drive,football,Thanksgiving,visit,,,,,,,,,,,,,,,
B,水族馆,翻动,漂浮,滑行,海蜇,水獭,坦克,,,,,,,,,,,,,,,
B,The Aquarium,flip,float,glide,jellyfish,otters,tank,,,,,,,,,,,,,,,
B,太高,椅子,钩,箍,屋顶,架子,下沉,,,,,,,,,,,,,,,
B,Too High,chair,hook,hoop,roof,shelf,sink,,,,,,,,,,,,,,,
B,卡车,携带,水泥,垃圾,日志,邮件,卡车,,,,,,,,,,,,,,,
B,Trucks,carry,cement,garbage,logs,mail,trucks,,,,,,,,,,,,,,,
B,这么多商店,奶酪,水果,肉,卖,店铺,蔬菜,,,,,,,,,,,,,,,
B,So Many Shops,cheese,fruit,meat,sells,shop,vegetables,,,,,,,,,,,,,,,
B,动物警告标志,牛,警告,大象,袋鼠,龟,手表,,,,,,,,,,,,,,,
B,Animal Caution Signs,cattle,caution,elephants,kangaroos,turtle,watch,,,,,,,,,,,,,,,
B,阻止那只猫,门,栅栏,打盹,过去的,院子,变焦,,,,,,,,,,,,,,,
B,Stop That Cat,door,fence,nap,past,yard,zooms,,,,,,,,,,,,,,,
B,动物去吧,动物,自行车,船,车,猫,奶牛,狗,鸭子,去,山羊,马,猪,飞机,冰鞋,火车,,,,,,
B,Go Animals Go,animals,bike,boat,car,cat,cow,dog,duck,go,goat,horse,pig,plane,skates,train,,,,,,
B,我读了一本书,阿姨,兄弟,爸爸,狗,奶奶,爷爷,妈妈,读,姐姐,,,,,,,,,,,,
B,I Read a Book,aunt,brother,dad,dog,grandma,grandpa,mom,read,sister,,,,,,,,,,,,
B,我接,毯子,书,挑选,房间,鞋,玩具熊,,,,,,,,,,,,,,,
B,I Pick Up,blanket,book,pick,room,shoes,teddy bear,,,,,,,,,,,,,,,
B,你和我,舞蹈,乐趣,远足,骑,滑动,摇摆,,,,,,,,,,,,,,,
B,You and I,dance,fun,hike,ride,slide,swing,,,,,,,,,,,,,,,
B,卡洛斯和他的老师,添加,干净的,画,分享,老师,写,,,,,,,,,,,,,,,
B,Carlos and His Teacher,add,clean,paint,share,teacher,write,,,,,,,,,,,,,,,
B,玛丽亚和她的老师,干净的,读,微笑,讲话,老师,写,,,,,,,,,,,,,,,
B,Maria and Her Teacher,clean,read,smile,talk,teacher,write,,,,,,,,,,,,,,,
B,我爱美术课,飞机,美术课,链,绘画,花,帽子,爱,混乱,绘画,,,,,,,,,,,,
B,I Love Art Class,airplane,art class,chain,drawing,flower,hat,love,mess,painting,,,,,,,,,,,,
B,我们玩的游戏,棒球,装扮,捉迷藏,玩,足球,视频游戏,,,,,,,,,,,,,,,
B,Games We Play,baseball,dress-up,hide-and-seek,play,soccer,video games,,,,,,,,,,,,,,,
B,大游戏,欢呼,装扮,足球,朋友们,游戏,手表,,,,,,,,,,,,,,,
B,The Big Game,cheer,dress up,football,friends,game,watch,,,,,,,,,,,,,,,
B,干净不适合我,污垢,草,干草,番茄酱,油,画,,,,,,,,,,,,,,,
B,Clean Is Not for Me,dirt,grass,hay,ketchup,oil,paint,,,,,,,,,,,,,,,
B,海滩乐趣,海滩,城堡,挖,风筝,贝壳,游泳,,,,,,,,,,,,,,,
B,Beach Fun,beach,castles,dig,kites,shells,swim,,,,,,,,,,,,,,,
B,乘坐巴士,公共汽车,支付,骑,学校,等待,走,,,,,,,,,,,,,,,
B,Taking the Bus,bus,pay,ride,school,wait,walk,,,,,,,,,,,,,,,
B,叶子太多,棕色的,金子,奶奶,树叶,许多,橙子,耙,红色的,小的,,,,,,,,,,,,
B,Too Many Leaves,brown,gold,grandma,leaves,many,orange,rake,red,small,,,,,,,,,,,,
B,寒冷的一天,空气,车,寒冷的,感觉,栅栏,处理,热巧克力,邮件,邮箱,树,,,,,,,,,,,
B,A Cold Day,air,car,cold,feels,fence,handle,hot chocolate,mail,mailbox,tree,,,,,,,,,,,
B,孩子们建造了它,建成,城市,房子,公园,路,店铺,,,,,,,,,,,,,,,
B,The Kids Built It,built,city,house,park,road,store,,,,,,,,,,,,,,,
B,萤火虫,捕捉,星期五,周一,周六,星期日,周四,尝试过,周二,周三,,,,,,,,,,,,
B,Firefly,catching,Friday,Monday,Saturday,Sunday,Thursday,tried,Tuesday,Wednesday,,,,,,,,,,,,
B,在我的床下,蝙蝠,床,堵塞,书,短袜,在下面,,,,,,,,,,,,,,,
B,Under My Bed,bat,bed,block,book,sock,under,,,,,,,,,,,,,,,
B,我们不分享,答案,发刷,秘密,分享,组织,牙刷,,,,,,,,,,,,,,,
B,We Do Not Share,answers,hairbrushes,secrets,share,tissues,toothbrushes,,,,,,,,,,,,,,,
B,校外,行为,自行车,舞蹈,玩,唱歌,学习,,,,,,,,,,,,,,,
B,After School,act,bike,dance,play,sing,study,,,,,,,,,,,,,,,
B,全部由我自己,建造,颜色,裙子,听,我,思考,,,,,,,,,,,,,,,
B,All By Myself,build,color,dress,listen,myself,think,,,,,,,,,,,,,,,
B,船,船,携带,日志,警察,飞机,垃圾,,,,,,,,,,,,,,,
B,Boats,boat,carries,logs,poilce,planes,trash,,,,,,,,,,,,,,,
B,新旧,自行车,房屋,新的,老的,皮卡车,泰迪熊,,,,,,,,,,,,,,,
B,Old and New,bikes,houses,new,old,pickup trucks,teddy bears,,,,,,,,,,,,,,,
B,三明治,三明治,制作,面包,黄油,莴苣,番茄,肉,咬,好吃,,,,,,,,,,,,
B,The Sandwich,sandwich,make,bread,butter,lettuce,tomato,meat,bite,yummy,,,,,,,,,,,,
B,各地情人节,爸爸,帕皮,奶奶,妈妈,一,你,,,,,,,,,,,,,,,
B,Valentines All Around,dad,pappy,granny,mom,one,you,,,,,,,,,,,,,,,
B,混合颜色,棕色的,颜色,混合,橙子,紫色的,转动,,,,,,,,,,,,,,,
B,Mixing Colors,brown,colors,mix,orange,purple,turn,,,,,,,,,,,,,,,
B,现在是上学时间,早餐,阅读,课间休息,学校,科学,时间,,,,,,,,,,,,,,,
B,It is School Time,breakfast,reading,recess,school,science,time,,,,,,,,,,,,,,,
B,踢足球的时间,夹板,目标,迎接,经过,分数,制服,,,,,,,,,,,,,,,
B,Time For Soccer,cleats,goal,greet,pass,score,uniform,,,,,,,,,,,,,,,
B,我是一名社区工作者,建筑工人,医生,消防队员,护士,飞行员,警官,,,,,,,,,,,,,,,
B,I Am a Community Worker,construction worker,doctor,firefighter,nurse,pilot,police officer,,,,,,,,,,,,,,,
B,冬季乐趣,外套,连指手套,裤子,围巾,雪橇,冬天,,,,,,,,,,,,,,,
B,Winter Fun,coats,mittens,pants,scarves,sleds,winter,,,,,,,,,,,,,,,
B,现在是春天,动物,到处,树叶,植物,持久性有机污染物,春天,,,,,,,,,,,,,,,
B,It is Spring,animals,everywhere,leaves,plants,pops,spring,,,,,,,,,,,,,,,
B,苏菲去散步,新鲜的,神经兮兮的,皮带,邮递员,嗅闻,牛排,,,,,,,,,,,,,,,
B,Sophie Goes for a Walk,fresh,jumpy,leash,mailman,sniffs,steak,,,,,,,,,,,,,,,
B,你的还是我的,床,食物,我的,房间,尾巴,你的,,,,,,,,,,,,,,,
B,Your or Mine,bed,food,my,room,tail,your,,,,,,,,,,,,,,,
B,近与远,鹿,远的,狮子,靠近,猫头鹰,狼,,,,,,,,,,,,,,,
B,Near and Far Away,deer,far,lion,near,owl,wolf,,,,,,,,,,,,,,,
B,你可以走了,穿过,大约,落后,向前,超过,通过,,,,,,,,,,,,,,,
B,You Can Go,across,around,backward,forward,over,through,,,,,,,,,,,,,,,
